qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FBtr0308566	X	100.000	626	0	0	272	897	2480794	2481419	0.0	1130
FBtr0308566	X	100.000	271	0	0	1	271	2480312	2480582	5.58e-137	489
FBtr0308566	X	100.000	191	0	0	896	1086	2481472	2481662	1.50e-93	345
FBtr0308566	X	82.857	35	6	0	501	535	17784646	17784612	1.0	37.4
FBtr0308566	X	82.857	35	6	0	501	535	17794801	17794767	1.0	37.4
FBtr0308566	2R	66.373	568	183	5	478	1042	13636949	13637511	2.23e-34	149
FBtr0308566	2R	71.875	64	18	0	235	298	13636709	13636772	3.5	35.6
FBtr0308566	2R	100.000	19	0	0	1047	1065	19813452	19813470	3.5	35.6
FBtr0308566	2L	100.000	23	0	0	1051	1073	7826279	7826257	0.024	42.8
FBtr0308566	2L	85.294	34	5	0	516	549	417460	417493	0.29	40.1
FBtr0308566	3L	71.429	77	22	0	907	983	21520516	21520592	0.083	41.0
FBtr0308566	3L	89.286	28	3	0	198	225	21520575	21520602	1.0	38.3
FBtr0308566	3L	88.889	27	3	0	644	670	10866753	10866779	3.5	36.5
FBtr0308566	3L	84.211	38	4	2	736	772	15576745	15576781	3.5	35.6
FBtr0308566	Uextra	82.857	35	6	0	501	535	169804	169838	1.0	37.4
FBtr0308566	3R	90.323	31	0	2	930	957	21962077	21962107	1.0	37.4
FBtr0308566	3R	95.455	22	1	0	674	695	19409099	19409120	3.5	36.5
