qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FBtr0343562	X	100.000	393	0	0	718	1110	11323272	11323664	0.0	710
FBtr0343562	X	100.000	344	0	0	184	527	11322561	11322904	1.34e-176	621
FBtr0343562	X	100.000	194	0	0	524	717	11323013	11323206	3.61e-95	351
FBtr0343562	X	100.000	184	0	0	1	184	11318304	11318487	9.68e-90	333
FBtr0343562	X	92.308	26	2	0	445	470	14737269	14737244	0.30	39.2
FBtr0343562	X	91.667	24	2	0	256	279	9128720	9128697	3.6	35.6
FBtr0343562	2L	67.315	1028	293	16	94	1101	132666	133670	1.34e-81	306
FBtr0343562	2L	91.667	24	2	0	475	498	5015164	5015141	3.6	35.6
FBtr0343562	2L	100.000	19	0	0	392	410	8372699	8372681	3.6	35.6
FBtr0343562	3R	83.784	37	3	1	576	609	15523388	15523424	0.30	39.2
FBtr0343562	3L	82.051	39	4	1	347	385	9422343	9422308	1.0	38.3
FBtr0343562	2R	100.000	19	0	0	829	847	3336335	3336353	3.6	35.6
FBtr0343562	2R	86.207	29	4	0	1040	1068	15932761	15932733	3.6	35.6
