qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FBtr0308651	X	100.000	222	0	0	190	411	541735	541956	8.06e-111	401
FBtr0308651	X	100.000	190	0	0	1	190	541481	541670	1.90e-93	343
FBtr0308651	X	95.238	21	1	0	33	53	13263059	13263079	4.5	34.6
FBtr0308651	3L	79.741	232	44	1	179	410	358170	358398	1.20e-51	205
FBtr0308651	3L	100.000	19	0	0	32	50	12161672	12161654	1.3	35.6
FBtr0308651	3L	88.462	26	3	0	36	61	12686010	12685985	4.5	34.6
FBtr0308651	2L	89.286	28	3	0	215	242	9917861	9917834	0.37	38.3
FBtr0308651	2L	88.462	26	3	0	197	222	10739065	10739090	4.5	34.6
FBtr0308651	2L	88.462	26	3	0	191	216	16312205	16312180	4.5	34.6
FBtr0308651	2L	91.304	23	2	0	38	60	2744326	2744304	4.5	33.7
FBtr0308651	Uextra	86.207	29	4	0	197	225	7369954	7369982	1.3	35.6
FBtr0308651	3R	95.238	21	1	0	316	336	1905838	1905818	4.5	34.6
